Rotación;Edad;Viaje de Negocios;Departamento;Distancia_Casa;Educación;Campo_Educación;Satisfacción_Ambiental;Genero;Cargo;Satisfación_Laboral;Estado_Civil;Ingreso_Mensual;Trabajos_Anteriores;Horas_Extra;Porcentaje_aumento_salarial;Rendimiento_Laboral;Años_Experiencia;Capacitaciones;Equilibrio_Trabajo_Vida;Antigüedad;Antigüedad_Cargo;Años_ultima_promoción;Años_acargo_con_mismo_jefe
Si;51;Raramente;IyD;4;4;Ciencias;1;M;Investigador_Cientifico;3;Casado;2461;9;Si;12;3;18;2;4;10;0;2;7
Si;28;No_Viaja;IyD;24;2;Tecnicos;2;M;Representante_Salud;1;Soltero;8722;1;No;12;3;10;2;2;10;7;1;9
No;26;Raramente;IyD;1;2;Salud;1;M;Tecnico_Laboratorio;1;Casado;3955;1;No;16;3;6;2;3;5;3;1;3
No;30;Raramente;IyD;20;3;Otra;3;M;Director_Manofactura;1;Casado;9957;0;No;15;3;7;1;2;6;2;0;2
No;41;Raramente;IyD;7;2;Tecnicos;2;F;Investigador_Cientifico;3;Casado;3376;1;No;13;3;10;3;3;10;6;0;8
No;38;Raramente;IyD;17;1;Ciencias;3;F;Representante_Salud;3;Casado;8823;0;No;18;3;20;4;2;19;9;1;9
No;40;Raramente;IyD;20;4;Tecnicos;1;M;Representante_Salud;4;Casado;10322;4;No;20;4;14;6;3;11;10;11;1
No;27;No_Viaja;IyD;8;5;Ciencias;1;M;Tecnico_Laboratorio;3;Casado;4621;1;No;19;3;3;4;3;3;2;1;2
No;55;Frecuentemente;IyD;2;1;Ciencias;4;M;Director_Manofactura;2;Casado;10976;3;No;18;3;23;4;3;3;2;1;2
No;28;Raramente;IyD;10;3;Otra;3;F;Investigador_Cientifico;3;Soltero;3660;3;No;13;3;10;4;4;8;7;1;7
Si;44;Raramente;RH;1;2;Salud;2;M;Recursos_Humanos;1;Casado;10482;9;No;14;3;24;1;3;20;6;3;6
No;33;Raramente;IyD;5;3;Ciencias;4;M;Representante_Salud;4;Divorciado;7119;4;No;15;3;9;2;3;3;2;1;2
Si;35;Raramente;Ventas;4;3;Tecnicos;4;M;Ejecutivo_Ventas;1;Soltero;9582;0;Si;22;4;9;2;3;8;7;4;7
Si;33;Frecuentemente;IyD;29;4;Salud;1;F;Investigador_Cientifico;3;Soltero;4508;1;No;22;4;14;4;3;13;7;3;8
No;28;Raramente;IyD;15;2;Ciencias;1;M;Tecnico_Laboratorio;3;Divorciado;2207;1;No;16;3;4;5;2;4;2;2;2
No;34;Frecuentemente;IyD;3;1;Ciencias;1;M;Representante_Salud;4;Soltero;7756;0;No;17;3;7;1;2;6;2;0;4
No;37;Raramente;Ventas;10;4;Ciencias;4;F;Ejecutivo_Ventas;4;Divorciado;6694;2;Si;14;3;8;5;3;1;0;0;0
Si;25;Raramente;IyD;4;1;Tecnicos;4;M;Tecnico_Laboratorio;4;Casado;3691;1;Si;15;3;7;3;4;7;7;5;6
Si;26;Raramente;IyD;21;3;Salud;1;M;Tecnico_Laboratorio;3;Divorciado;2377;1;No;20;4;1;0;2;1;1;0;0
Si;33;Raramente;IyD;25;3;Salud;1;M;Investigador_Cientifico;2;Soltero;2313;4;Si;20;4;5;0;3;2;2;2;2
No;42;Raramente;IyD;2;2;Salud;4;M;Gerente;1;Casado;17665;0;No;17;3;23;3;3;22;6;13;7
Si;28;Frecuentemente;IyD;1;3;Salud;1;M;Tecnico_Laboratorio;2;Divorciado;2596;1;No;15;3;1;2;3;1;0;0;0
Si;50;Frecuentemente;Ventas;1;4;Otra;4;M;Ejecutivo_Ventas;3;Soltero;4728;3;Si;14;3;5;4;3;0;0;0;0
No;33;Frecuentemente;Ventas;7;3;Ciencias;4;F;Ejecutivo_Ventas;2;Casado;4302;0;No;17;3;4;3;3;3;2;0;2
No;34;No_Viaja;IyD;3;4;Ciencias;3;M;Investigador_Cientifico;4;Casado;2979;3;No;17;3;6;2;3;0;0;0;0
No;48;No_Viaja;IyD;1;4;Salud;1;M;Gerente;4;Soltero;16885;2;No;22;4;27;3;2;5;4;2;1
No;45;No_Viaja;Ventas;9;4;Ciencias;2;F;Ejecutivo_Ventas;3;Casado;5593;1;No;13;3;15;2;3;15;10;4;12
No;52;Raramente;IyD;7;4;Ciencias;2;M;Representante_Salud;2;Soltero;10445;7;No;19;3;18;4;3;8;6;4;0
No;38;Raramente;Ventas;10;4;Mercadeo;3;M;Ejecutivo_Ventas;3;Divorciado;8740;0;Si;14;3;9;2;3;8;7;2;7
No;29;Raramente;IyD;28;4;Ciencias;3;F;Investigador_Cientifico;4;Divorciado;2514;4;No;22;4;11;1;3;7;5;1;7
No;28;Raramente;IyD;3;3;Salud;4;F;Director_Manofactura;2;Divorciado;7655;0;No;17;3;10;3;2;9;7;1;7
No;46;Raramente;Ventas;3;1;Mercadeo;1;M;Gerente;3;Casado;17465;3;No;12;3;23;3;3;12;9;4;9
No;38;Raramente;Ventas;2;2;Mercadeo;4;M;Ejecutivo_Ventas;2;Soltero;7351;7;No;16;3;10;2;3;1;0;0;0
No;43;Frecuentemente;IyD;27;3;Ciencias;3;F;Director_Manofactura;1;Casado;10820;8;No;11;3;18;1;3;8;7;0;1
Si;39;Frecuentemente;IyD;2;3;Ciencias;1;M;Representante_Salud;4;Divorciado;12169;7;No;11;3;21;4;3;18;7;11;5
No;40;Raramente;IyD;14;3;Salud;3;M;Director_Investigación;3;Soltero;19626;1;No;14;3;21;2;4;20;7;4;9
No;21;Raramente;IyD;1;1;Tecnicos;4;F;Investigador_Cientifico;2;Soltero;2070;1;Si;11;3;2;6;4;2;2;2;2
No;39;No_Viaja;IyD;9;3;Ciencias;3;M;Tecnico_Laboratorio;2;Soltero;6782;9;No;15;3;9;2;2;5;4;0;3
No;36;No_Viaja;IyD;18;4;Ciencias;1;M;Director_Manofactura;4;Soltero;7779;2;No;20;4;18;0;3;11;9;0;9
No;31;Frecuentemente;Ventas;20;3;Ciencias;3;M;Representante_Ventas;4;Casado;2791;0;No;12;3;3;4;3;2;2;2;2
No;28;Raramente;IyD;2;1;Ciencias;1;M;Investigador_Cientifico;2;Casado;3201;0;No;17;3;6;2;1;5;3;0;4
No;35;Frecuentemente;Ventas;11;2;Mercadeo;4;M;Ejecutivo_Ventas;4;Divorciado;4968;1;No;11;3;5;3;3;5;2;0;2
No;49;Raramente;Ventas;8;4;Tecnicos;4;M;Ejecutivo_Ventas;2;Casado;13120;6;No;17;3;22;3;3;9;8;2;3
No;34;Frecuentemente;IyD;2;2;Ciencias;4;M;Director_Manofactura;3;Soltero;4033;2;No;11;3;5;3;2;3;2;0;2
No;29;Frecuentemente;IyD;10;3;Ciencias;4;F;Investigador_Cientifico;2;Divorciado;3291;0;No;14;3;8;2;2;7;5;1;1
No;42;Raramente;IyD;29;3;Salud;2;M;Tecnico_Laboratorio;4;Soltero;4272;4;No;19;3;16;3;3;1;0;0;0
No;29;Raramente;IyD;8;1;Salud;2;M;Director_Manofactura;4;Casado;5056;1;Si;15;3;10;2;2;10;7;1;2
No;38;Raramente;RH;1;3;Humanidades;3;M;Recursos_Humanos;3;Casado;2844;1;No;13;3;7;2;4;7;6;5;0
No;28;Frecuentemente;IyD;6;3;Ciencias;3;M;Investigador_Cientifico;3;Divorciado;2703;1;Si;14;3;3;2;3;3;1;0;2
Si;18;No_Viaja;IyD;8;1;Salud;3;M;Tecnico_Laboratorio;3;Soltero;1904;1;No;12;3;0;0;3;0;0;0;0
Si;33;Raramente;Ventas;9;4;Mercadeo;1;F;Ejecutivo_Ventas;1;Soltero;8224;0;Si;17;3;6;3;3;5;2;0;3
No;41;Raramente;IyD;12;4;Ciencias;2;M;Tecnico_Laboratorio;4;Casado;4766;3;Si;11;3;6;4;3;1;0;0;0
Si;31;Frecuentemente;IyD;15;3;Salud;3;M;Tecnico_Laboratorio;3;Casado;2610;1;No;12;3;2;5;2;2;2;2;2
No;37;Raramente;IyD;25;2;Salud;3;F;Representante_Salud;4;Divorciado;5731;7;No;13;3;9;2;3;6;2;1;3
No;27;Raramente;IyD;6;3;Ciencias;4;M;Investigador_Cientifico;3;Casado;2539;1;No;13;3;4;0;3;4;2;2;2
No;34;Raramente;Ventas;9;1;Ciencias;2;F;Ejecutivo_Ventas;3;Casado;5714;1;No;20;4;6;3;2;6;5;1;3
No;35;Raramente;RH;8;4;Tecnicos;3;M;Recursos_Humanos;3;Soltero;4323;1;No;17;3;6;2;1;5;4;1;4
Si;29;Raramente;Ventas;23;1;Ciencias;4;F;Ejecutivo_Ventas;1;Casado;7336;1;No;13;3;11;3;1;11;8;3;10
No;40;Frecuentemente;IyD;9;4;Salud;2;F;Director_Investigación;3;Soltero;13499;9;No;17;3;20;3;2;18;7;2;13
Si;42;Frecuentemente;Ventas;12;3;Ciencias;3;M;Ejecutivo_Ventas;1;Soltero;13758;0;Si;12;3;22;2;2;21;9;13;14
No;42;Raramente;Ventas;4;4;Mercadeo;2;M;Ejecutivo_Ventas;1;Soltero;5155;7;No;13;3;9;3;4;6;4;1;5
No;35;Raramente;IyD;1;4;Salud;4;M;Tecnico_Laboratorio;3;Casado;2258;6;No;12;3;10;2;3;8;0;1;7
No;24;Raramente;IyD;24;3;Salud;4;M;Tecnico_Laboratorio;2;Soltero;3597;8;No;22;4;6;2;3;4;3;1;2
Si;28;Raramente;IyD;12;1;Ciencias;3;F;Tecnico_Laboratorio;4;Casado;2515;1;Si;11;3;1;4;2;1;1;0;0
No;26;Raramente;IyD;3;4;Salud;1;M;Tecnico_Laboratorio;4;Casado;4420;1;No;22;4;8;2;3;8;7;0;7
No;30;Raramente;Ventas;10;3;Mercadeo;3;M;Ejecutivo_Ventas;3;Casado;6578;1;No;18;3;10;3;3;10;3;1;4
No;40;Frecuentemente;IyD;26;2;Salud;3;F;Investigador_Cientifico;4;Casado;4422;3;Si;13;3;16;3;1;1;1;0;0
No;35;Raramente;IyD;2;3;Ciencias;3;M;Director_Manofactura;2;Divorciado;10274;2;No;18;3;15;2;4;7;7;6;4
No;34;Frecuentemente;IyD;1;3;Salud;4;M;Representante_Salud;1;Soltero;5343;0;No;20;4;14;3;3;13;9;4;9
No;35;Frecuentemente;IyD;4;4;Otra;4;M;Tecnico_Laboratorio;4;Casado;2376;1;No;13;3;2;2;4;2;2;2;2
Si;43;Raramente;Ventas;9;3;Mercadeo;1;F;Ejecutivo_Ventas;3;Soltero;5346;8;No;13;3;7;2;2;4;3;1;3
No;32;No_Viaja;Ventas;2;1;Ciencias;3;F;Representante_Ventas;1;Divorciado;2827;1;No;12;3;1;3;3;1;0;0;0
No;56;Raramente;IyD;4;4;Tecnicos;4;F;Gerente;1;Divorciado;19943;4;No;13;3;28;2;3;5;2;4;2
No;29;Raramente;IyD;6;1;Salud;2;F;Tecnico_Laboratorio;4;Casado;3131;1;No;13;3;10;5;3;10;8;0;8
No;19;Raramente;IyD;9;2;Ciencias;3;M;Investigador_Cientifico;1;Soltero;2552;1;No;25;4;1;4;3;1;1;0;0
No;45;Raramente;IyD;7;3;Salud;1;F;Investigador_Cientifico;3;Casado;4477;4;Si;19;3;7;2;2;3;2;0;2
No;37;Raramente;IyD;1;3;Ciencias;4;F;Director_Manofactura;4;Casado;6474;1;No;13;3;14;2;2;14;8;3;11
No;20;Raramente;IyD;3;3;Ciencias;1;M;Tecnico_Laboratorio;3;Soltero;3033;1;No;12;3;2;2;2;2;2;1;2
Si;44;Raramente;IyD;10;4;Ciencias;3;M;Investigador_Cientifico;3;Soltero;2936;1;Si;11;3;6;4;3;6;4;0;2
No;53;Raramente;IyD;7;2;Salud;4;F;Gerente;3;Divorciado;18606;3;No;18;3;26;6;3;7;7;4;7
No;29;Raramente;IyD;15;1;Ciencias;2;F;Investigador_Cientifico;4;Casado;2168;0;Si;18;3;6;2;2;5;4;1;3
Si;22;Frecuentemente;IyD;3;4;Ciencias;3;M;Investigador_Cientifico;4;Casado;2853;0;Si;11;3;1;5;3;0;0;0;0
No;46;Raramente;Ventas;2;3;Mercadeo;3;F;Gerente;1;Casado;17048;8;No;23;4;28;2;3;26;15;15;9
No;44;No_Viaja;IyD;17;3;Ciencias;4;M;Investigador_Cientifico;3;Soltero;2290;2;No;13;3;6;3;3;0;0;0;0
No;33;Raramente;RH;2;3;Humanidades;2;M;Recursos_Humanos;3;Casado;3600;1;No;13;3;5;2;3;5;4;1;4
Si;41;No_Viaja;IyD;5;2;Ciencias;1;M;Investigador_Cientifico;1;Divorciado;2107;6;No;17;3;5;2;1;1;0;0;0
No;30;Raramente;Ventas;29;4;Ciencias;3;M;Ejecutivo_Ventas;1;Divorciado;4115;8;No;19;3;8;3;3;4;3;0;3
No;40;Frecuentemente;Ventas;2;4;Salud;2;M;Ejecutivo_Ventas;2;Casado;4327;5;No;12;3;5;2;3;0;0;0;0
No;50;Frecuentemente;IyD;2;3;Salud;4;F;Gerente;1;Casado;17856;2;No;22;4;32;3;3;2;2;2;2
No;28;Raramente;IyD;19;4;Salud;4;M;Tecnico_Laboratorio;1;Casado;3196;1;No;12;3;6;2;3;6;5;3;3
No;46;Raramente;IyD;15;2;Ciencias;4;M;Director_Investigación;2;Casado;19081;5;No;11;3;25;2;3;4;2;0;3
No;35;Raramente;Ventas;17;4;Ciencias;3;M;Ejecutivo_Ventas;1;Casado;8966;3;Si;15;3;15;2;3;7;7;1;7
Si;24;Raramente;IyD;17;2;Ciencias;4;F;Tecnico_Laboratorio;2;Casado;2210;1;No;13;3;1;3;1;1;0;0;0
No;33;Frecuentemente;Ventas;25;3;Salud;2;F;Ejecutivo_Ventas;3;Casado;4539;1;No;12;3;10;3;2;10;7;0;1
No;36;Raramente;IyD;6;4;Ciencias;3;M;Tecnico_Laboratorio;3;Divorciado;2741;1;No;14;3;7;4;3;7;7;1;7
No;30;Raramente;IyD;7;4;Ciencias;3;M;Tecnico_Laboratorio;3;Divorciado;3491;1;No;13;3;10;4;2;10;7;8;9
No;44;Raramente;IyD;29;4;Otra;4;M;Investigador_Cientifico;4;Soltero;4541;1;No;25;4;20;3;3;20;11;13;17
No;20;Raramente;Ventas;21;3;Mercadeo;3;M;Representante_Ventas;4;Soltero;2678;1;No;17;3;2;2;3;2;1;2;2
No;46;Raramente;IyD;2;4;Tecnicos;4;M;Director_Manofactura;4;Divorciado;7379;2;No;11;3;12;3;2;6;3;1;4
No;42;No_Viaja;RH;2;5;Salud;4;M;Recursos_Humanos;1;Casado;6272;7;No;16;3;10;3;4;4;3;0;3
No;60;Raramente;Ventas;7;4;Mercadeo;2;M;Ejecutivo_Ventas;4;Divorciado;5220;0;Si;18;3;12;3;3;11;7;1;9
No;32;Frecuentemente;IyD;13;3;Otra;3;F;Tecnico_Laboratorio;2;Casado;2743;1;No;20;4;2;2;3;2;2;2;2
No;32;Frecuentemente;IyD;2;2;Ciencias;4;F;Investigador_Cientifico;3;Soltero;4998;4;Si;14;3;10;2;3;8;7;0;7
No;36;Raramente;IyD;1;3;Tecnicos;3;F;Director_Manofactura;1;Divorciado;10252;2;Si;21;4;17;2;3;7;7;7;7
No;33;Raramente;IyD;9;3;Salud;1;M;Investigador_Cientifico;4;Casado;2781;0;No;13;3;15;5;3;14;10;4;10
No;40;Raramente;Ventas;10;3;Tecnicos;2;F;Ejecutivo_Ventas;2;Divorciado;6852;7;No;12;3;7;2;4;5;1;1;3
No;25;Raramente;Ventas;10;4;Ciencias;3;M;Ejecutivo_Ventas;4;Soltero;4950;0;No;14;3;5;4;3;4;3;1;1
No;30;Raramente;IyD;1;3;Salud;4;M;Investigador_Cientifico;2;Casado;3579;0;Si;21;4;12;2;3;11;9;5;7
No;42;Frecuentemente;IyD;26;5;Salud;1;F;Director_Investigación;1;Casado;13191;3;Si;17;3;20;6;3;1;0;0;0
No;35;No_Viaja;Ventas;8;2;Mercadeo;3;F;Ejecutivo_Ventas;4;Casado;10377;4;Si;11;3;16;6;2;13;2;4;12
No;27;Raramente;IyD;14;3;Ciencias;1;M;Investigador_Cientifico;1;Casado;2235;1;Si;14;3;9;3;2;9;7;6;8
No;54;Frecuentemente;IyD;1;4;Ciencias;4;F;Director_Manofactura;3;Divorciado;10502;7;No;17;3;33;2;1;5;4;1;4
No;44;Raramente;IyD;2;1;Ciencias;1;F;Investigador_Cientifico;4;Casado;2011;1;No;13;3;10;5;3;10;5;7;7
Si;19;No_Viaja;IyD;10;3;Salud;1;F;Investigador_Cientifico;2;Soltero;1859;1;Si;25;4;1;2;4;1;1;0;0
No;29;Raramente;IyD;1;3;Ciencias;1;F;Investigador_Cientifico;4;Divorciado;3760;1;No;15;3;3;5;3;3;2;1;2
No;54;Raramente;IyD;3;3;Ciencias;4;M;Director_Investigación;4;Casado;17779;3;No;14;3;36;2;3;10;9;0;9
No;31;Raramente;IyD;11;2;Salud;3;M;Representante_Salud;1;Casado;6833;1;Si;12;3;6;2;2;6;5;0;1
No;31;Raramente;IyD;24;3;Salud;3;F;Representante_Salud;1;Soltero;6812;1;No;19;3;10;2;3;10;9;1;8
No;59;Raramente;Ventas;3;3;Ciencias;3;F;Ejecutivo_Ventas;4;Soltero;5171;5;No;17;3;13;2;3;6;1;0;5
No;43;Raramente;IyD;3;3;Ciencias;3;M;Director_Investigación;4;Casado;19740;3;No;14;3;25;2;3;8;7;0;7
No;49;Raramente;IyD;4;2;Salud;1;M;Gerente;3;Casado;18711;2;No;13;3;23;2;4;1;0;0;0
No;36;Frecuentemente;IyD;3;3;Tecnicos;3;M;Investigador_Cientifico;2;Casado;3692;1;No;12;3;12;2;2;11;10;0;7
No;48;Raramente;IyD;2;2;Tecnicos;4;M;Tecnico_Laboratorio;2;Soltero;2559;5;No;11;3;7;4;2;1;0;0;0
No;27;Raramente;IyD;4;2;Ciencias;1;M;Investigador_Cientifico;3;Divorciado;2517;1;No;11;3;5;2;3;5;3;0;3
No;29;Raramente;IyD;7;3;Ciencias;3;M;Representante_Salud;4;Divorciado;6623;1;Si;11;3;6;2;3;6;0;1;0
No;48;Raramente;IyD;1;3;Ciencias;4;M;Director_Investigación;4;Soltero;18265;6;No;12;3;25;3;4;1;0;0;0
No;29;Raramente;IyD;1;3;Ciencias;4;F;Director_Investigación;4;Divorciado;16124;3;No;14;3;9;2;2;7;7;1;7
No;34;Raramente;IyD;20;3;Tecnicos;3;F;Investigador_Cientifico;3;Casado;2585;0;No;17;3;2;5;2;1;0;0;0
No;44;Raramente;Ventas;5;3;Mercadeo;2;M;Gerente;2;Casado;18213;7;No;11;3;26;5;3;22;9;3;10
No;33;Raramente;Ventas;10;5;Mercadeo;4;M;Ejecutivo_Ventas;3;Divorciado;8380;0;Si;14;3;10;3;3;9;8;0;8
No;19;Raramente;IyD;25;3;Ciencias;2;F;Investigador_Cientifico;4;Soltero;2994;1;Si;12;3;1;2;3;1;0;0;1
No;23;Raramente;IyD;1;2;Ciencias;4;M;Investigador_Cientifico;3;Casado;1223;1;No;22;4;1;2;3;1;0;0;1
Si;25;Frecuentemente;Ventas;24;1;Ciencias;3;M;Representante_Ventas;4;Soltero;1118;1;Si;14;3;1;4;3;1;0;1;0
No;26;Raramente;IyD;4;2;Ciencias;3;M;Investigador_Cientifico;4;Soltero;2875;1;Si;20;4;8;2;2;8;5;2;2
Si;45;Raramente;Ventas;2;3;Mercadeo;1;F;Gerente;2;Soltero;18824;2;Si;16;3;26;2;3;24;10;1;11
No;55;No_Viaja;IyD;8;1;Salud;4;M;Representante_Salud;2;Divorciado;13577;1;Si;15;3;34;3;3;33;9;15;0
Si;21;Frecuentemente;IyD;10;2;Ciencias;1;F;Tecnico_Laboratorio;3;Soltero;2625;1;No;20;4;2;2;1;2;2;2;2
No;46;Raramente;Ventas;4;2;Mercadeo;4;F;Gerente;2;Casado;18789;2;No;14;3;26;2;3;11;4;0;8
No;34;Raramente;Ventas;2;3;Mercadeo;3;F;Ejecutivo_Ventas;1;Soltero;4538;0;Si;12;3;4;3;3;3;2;0;2
No;51;Frecuentemente;Ventas;9;3;Ciencias;4;M;Gerente;2;Divorciado;19847;4;Si;24;4;31;5;2;29;10;11;10
No;59;Raramente;IyD;18;4;Salud;4;M;Director_Manofactura;4;Soltero;10512;6;No;12;3;25;6;2;9;7;5;4
No;34;Frecuentemente;IyD;19;3;Salud;3;F;Tecnico_Laboratorio;2;Divorciado;4444;4;No;13;3;15;2;4;11;8;5;10
No;28;Frecuentemente;IyD;1;4;Salud;4;M;Tecnico_Laboratorio;3;Soltero;2154;0;Si;11;3;5;2;2;4;2;0;2
No;44;Raramente;IyD;4;2;Ciencias;3;M;Gerente;1;Divorciado;19190;1;No;14;3;26;4;2;25;9;14;13
No;34;Frecuentemente;RH;11;3;Ciencias;3;M;Recursos_Humanos;2;Casado;4490;4;No;11;3;14;5;4;10;9;1;8
No;35;Raramente;IyD;6;1;Ciencias;3;M;Investigador_Cientifico;3;Casado;3506;0;Si;14;3;4;3;3;3;2;2;2
No;42;Raramente;IyD;7;4;Salud;2;F;Investigador_Cientifico;2;Casado;2372;6;Si;16;3;18;2;3;1;0;0;0
No;43;Raramente;Ventas;4;4;Mercadeo;4;F;Ejecutivo_Ventas;4;Soltero;10231;3;No;14;3;23;3;4;21;7;15;17
No;36;Raramente;IyD;2;4;Ciencias;3;F;Director_Manofactura;2;Soltero;5410;9;Si;11;3;18;2;3;16;14;5;12
Si;44;Raramente;IyD;15;3;Salud;1;F;Representante_Salud;4;Casado;7978;1;No;11;3;10;2;3;10;7;0;5
No;28;Frecuentemente;IyD;2;3;Ciencias;4;M;Tecnico_Laboratorio;4;Casado;3867;1;Si;12;3;2;2;3;2;2;2;2
No;51;Frecuentemente;IyD;6;2;Salud;2;F;Tecnico_Laboratorio;3;Soltero;2838;0;No;14;3;8;6;2;7;0;7;7
No;30;No_Viaja;IyD;9;2;Salud;3;F;Director_Manofactura;3;Soltero;4695;7;Si;18;3;10;3;3;8;4;1;7
Si;29;Raramente;IyD;7;3;Tecnicos;2;F;Tecnico_Laboratorio;3;Divorciado;3339;3;Si;13;3;10;2;3;7;7;7;7
No;28;Raramente;IyD;1;3;Tecnicos;4;M;Investigador_Cientifico;1;Soltero;2080;2;No;11;3;5;2;2;3;2;1;2
No;25;Raramente;IyD;1;3;Salud;4;F;Investigador_Cientifico;2;Soltero;2096;1;No;18;3;2;3;2;2;2;2;1
No;32;Raramente;Ventas;8;3;Salud;3;M;Ejecutivo_Ventas;4;Casado;6209;1;No;15;3;10;4;4;10;7;0;8
No;45;Frecuentemente;IyD;25;3;Salud;2;F;Gerente;2;Soltero;18061;3;No;22;4;22;4;3;0;0;0;0
No;39;Raramente;IyD;13;4;Salud;3;F;Gerente;2;Divorciado;17123;6;Si;13;3;21;4;3;19;9;15;2
No;58;Raramente;IyD;23;4;Ciencias;1;M;Investigador_Cientifico;3;Divorciado;2372;1;No;12;3;2;3;3;2;2;2;2
Si;32;Raramente;IyD;7;2;Ciencias;4;M;Tecnico_Laboratorio;3;Casado;4883;1;No;18;3;10;3;3;10;4;1;1
Si;39;Raramente;IyD;23;3;Salud;3;M;Investigador_Cientifico;1;Soltero;3904;0;No;13;3;6;2;3;5;2;0;3
No;30;Raramente;IyD;6;3;Tecnicos;1;F;Tecnico_Laboratorio;4;Casado;4627;0;No;12;3;10;6;3;9;2;6;7
No;36;Raramente;IyD;10;4;Tecnicos;4;F;Representante_Salud;3;Casado;7094;3;No;12;3;10;0;3;7;7;1;7
No;46;Raramente;RH;1;2;Ciencias;4;F;Recursos_Humanos;1;Soltero;3423;6;No;12;3;10;3;4;7;6;5;7
No;28;No_Viaja;IyD;1;3;Ciencias;3;F;Tecnico_Laboratorio;4;Casado;6674;0;No;11;3;10;6;3;9;8;7;5
No;50;Raramente;IyD;28;3;Ciencias;4;F;Director_Investigación;1;Casado;16880;4;Si;11;3;25;2;3;3;2;1;2
Si;40;Raramente;Ventas;25;4;Mercadeo;4;M;Ejecutivo_Ventas;2;Soltero;9094;2;Si;12;3;9;2;3;5;4;1;0
Si;52;Raramente;Ventas;5;3;Ciencias;2;M;Ejecutivo_Ventas;2;Soltero;8446;9;Si;19;3;10;2;2;8;7;7;7
No;30;Raramente;IyD;17;4;Salud;2;F;Gerente;1;Casado;11916;1;Si;23;4;9;2;3;9;1;0;8
No;39;Raramente;IyD;18;2;Ciencias;1;M;Director_Manofactura;3;Soltero;4534;0;No;11;3;9;6;3;8;7;1;7
No;31;No_Viaja;Ventas;2;4;Ciencias;4;F;Ejecutivo_Ventas;3;Divorciado;9852;1;Si;19;3;10;5;2;10;8;9;6
No;41;No_Viaja;Ventas;10;2;Salud;3;M;Ejecutivo_Ventas;2;Soltero;6151;1;No;13;3;19;4;3;19;2;11;9
Si;31;Frecuentemente;Ventas;1;3;Ciencias;4;F;Representante_Ventas;2;Soltero;2302;1;Si;11;3;3;2;4;3;2;2;2
Si;44;Raramente;IyD;3;3;Ciencias;1;M;Tecnico_Laboratorio;1;Casado;2362;4;No;12;3;10;4;4;3;2;1;2
No;42;No_Viaja;IyD;2;1;Ciencias;3;M;Gerente;3;Casado;17861;0;Si;13;3;21;3;2;20;8;2;10
No;55;Raramente;IyD;2;2;Salud;4;F;Gerente;3;Casado;19187;4;No;14;3;23;5;3;19;9;9;11
No;56;Raramente;RH;8;4;Ciencias;4;M;Gerente;2;Soltero;19717;6;No;14;3;36;4;3;7;3;7;7
No;40;No_Viaja;IyD;16;2;Ciencias;3;M;Investigador_Cientifico;3;Divorciado;3544;9;No;16;3;6;0;3;4;2;0;0
No;34;Raramente;IyD;9;3;Ciencias;4;M;Representante_Salud;4;Divorciado;8500;0;No;11;3;10;0;2;9;7;1;6
No;40;Raramente;IyD;2;3;Ciencias;3;M;Investigador_Cientifico;4;Soltero;4661;1;No;13;3;9;4;3;9;8;8;8
No;41;Frecuentemente;Ventas;1;3;Mercadeo;3;F;Ejecutivo_Ventas;1;Divorciado;4103;0;No;17;3;10;2;3;9;3;1;7
No;35;Frecuentemente;IyD;4;4;Ciencias;3;M;Investigador_Cientifico;3;Soltero;4249;1;Si;11;3;9;3;3;9;6;1;1
No;51;Raramente;RH;5;3;Ciencias;3;M;Gerente;2;Divorciado;14026;1;Si;11;3;33;2;3;33;9;0;10
No;38;Raramente;Ventas;2;2;Ciencias;2;F;Ejecutivo_Ventas;1;Divorciado;6893;3;No;15;3;11;3;3;7;7;1;7
No;34;Raramente;Ventas;15;2;Salud;3;F;Ejecutivo_Ventas;1;Soltero;6125;1;No;12;3;10;6;4;10;8;9;6
No;25;Raramente;IyD;19;1;Salud;4;M;Tecnico_Laboratorio;4;Casado;3669;3;No;11;3;7;6;2;3;2;1;2
Si;58;Raramente;IyD;7;4;Salud;3;F;Director_Manofactura;1;Casado;10008;7;Si;14;3;31;0;2;10;9;5;9
No;40;Raramente;IyD;1;4;Ciencias;2;M;Tecnico_Laboratorio;2;Casado;2387;3;No;22;4;7;3;3;4;2;0;3
No;36;Frecuentemente;Ventas;7;3;Mercadeo;1;F;Ejecutivo_Ventas;1;Casado;4639;2;No;16;3;17;2;2;15;7;6;13
No;48;Raramente;IyD;4;3;Ciencias;4;M;Director_Manofactura;4;Soltero;7898;1;No;11;3;11;2;3;10;9;0;8
No;27;Raramente;Ventas;11;3;Salud;3;F;Representante_Ventas;4;Casado;2534;8;No;14;3;5;4;3;1;0;0;0
No;51;Raramente;IyD;11;2;Tecnicos;4;F;Director_Manofactura;2;Soltero;13142;3;No;16;3;29;1;2;5;2;0;3
No;18;No_Viaja;IyD;1;3;Ciencias;4;F;Tecnico_Laboratorio;4;Soltero;1611;1;No;15;3;0;5;4;0;0;0;0
No;35;Raramente;IyD;1;3;Salud;4;F;Tecnico_Laboratorio;4;Casado;5363;0;No;12;3;10;0;3;9;7;0;0
